"ufabb","microcode","sex","pctile","coverage_model","e0"
"PA",15020,"m",75,"partial",66.13
"PA",15020,"m",90,"partial",66.44
"PA",15020,"m",95,"partial",66.59
"PA",15020,"m",5,"full",66.39
"PA",15020,"m",10,"full",66.51
"PA",15020,"m",25,"full",66.7
"PA",15020,"m",50,"full",66.93
"PA",15020,"m",75,"full",67.15
"PA",15020,"m",90,"full",67.35
"PA",15020,"m",95,"full",67.48
"PA",15021,"m",5,"partial",67.98
"PA",15021,"m",10,"partial",68.23
"PA",15021,"m",25,"partial",68.63
"PA",15021,"m",50,"partial",69.04
"PA",15021,"m",75,"partial",69.44
"PA",15021,"m",90,"partial",69.74
"PA",15021,"m",95,"partial",69.93
"PA",15021,"m",5,"full",69.56
"PA",15021,"m",10,"full",69.71
"PA",15021,"m",25,"full",69.95
"PA",15021,"m",50,"full",70.22
"PA",15021,"m",75,"full",70.48
"PA",15021,"m",90,"full",70.7
"PA",15021,"m",95,"full",70.85
"PA",15022,"m",5,"partial",69.17
"PA",15022,"m",10,"partial",69.49
"PA",15022,"m",25,"partial",70.07
"PA",15022,"m",50,"partial",70.67
"PA",15022,"m",75,"partial",71.21
"PA",15022,"m",90,"partial",71.67
"PA",15022,"m",95,"partial",71.93
"PA",15022,"m",5,"full",72.36
"PA",15022,"m",10,"full",72.54
"PA",15022,"m",25,"full",72.8
"PA",15022,"m",50,"full",73.13
"PA",15022,"m",75,"full",73.45
"PA",15022,"m",90,"full",73.73
"PA",15022,"m",95,"full",73.9
"AP",16001,"m",5,"partial",67.11
"AP",16001,"m",10,"partial",68.04
"AP",16001,"m",25,"partial",69.32
"AP",16001,"m",50,"partial",70.7
"AP",16001,"m",75,"partial",71.99
"AP",16001,"m",90,"partial",73.19
"AP",16001,"m",95,"partial",73.92
"AP",16001,"m",5,"full",72.96
"AP",16001,"m",10,"full",73.35
"AP",16001,"m",25,"full",74.18
"AP",16001,"m",50,"full",75.22
"AP",16001,"m",75,"full",76.14
"AP",16001,"m",90,"full",76.99
"AP",16001,"m",95,"full",77.47
"AP",16002,"m",5,"partial",64.47
"AP",16002,"m",10,"partial",65.96
"AP",16002,"m",25,"partial",67.97
"AP",16002,"m",50,"partial",70.05
"AP",16002,"m",75,"partial",71.81
"AP",16002,"m",90,"partial",73.49
"AP",16002,"m",95,"partial",74.38
"AP",16002,"m",5,"full",77.02
"AP",16002,"m",10,"full",77.53
"AP",16002,"m",25,"full",78.43
"AP",16002,"m",50,"full",79.46
"AP",16002,"m",75,"full",80.34
"AP",16002,"m",90,"full",81.19
"AP",16002,"m",95,"full",81.62
"AP",16003,"m",5,"partial",68.55
"AP",16003,"m",10,"partial",68.89
"AP",16003,"m",25,"partial",69.36
"AP",16003,"m",50,"partial",69.86
"AP",16003,"m",75,"partial",70.32
"AP",16003,"m",90,"partial",70.69
"AP",16003,"m",95,"partial",70.89
"AP",16003,"m",5,"full",71.52
"AP",16003,"m",10,"full",71.61
"AP",16003,"m",25,"full",71.76
"AP",16003,"m",50,"full",71.93
"AP",16003,"m",75,"full",72.12
"AP",16003,"m",90,"full",72.29
"AP",16003,"m",95,"full",72.39
"AP",16004,"m",5,"partial",67.51
"AP",16004,"m",10,"partial",68.17
"AP",16004,"m",25,"partial",69.38
"AP",16004,"m",50,"partial",70.63
"AP",16004,"m",75,"partial",71.83
"AP",16004,"m",90,"partial",72.8
"AP",16004,"m",95,"partial",73.46
"AP",16004,"m",5,"full",74.62
"AP",16004,"m",10,"full",74.95
"AP",16004,"m",25,"full",75.52
"AP",16004,"m",50,"full",76.07
"AP",16004,"m",75,"full",76.67
"AP",16004,"m",90,"full",77.18
"AP",16004,"m",95,"full",77.48
"TO",17001,"m",5,"partial",67.47
"TO",17001,"m",10,"partial",68.05
"TO",17001,"m",25,"partial",68.78
"TO",17001,"m",50,"partial",69.53
"TO",17001,"m",75,"partial",70.17
"TO",17001,"m",90,"partial",70.7
"TO",17001,"m",95,"partial",71
"TO",17001,"m",5,"full",71.78
"TO",17001,"m",10,"full",71.9
"TO",17001,"m",25,"full",72.12
"TO",17001,"m",50,"full",72.37
"TO",17001,"m",75,"full",72.64
"TO",17001,"m",90,"full",72.88
"TO",17001,"m",95,"full",73.03
"TO",17002,"m",5,"partial",68.06
"TO",17002,"m",10,"partial",68.56
"TO",17002,"m",25,"partial",69.2
"TO",17002,"m",50,"partial",69.81
"TO",17002,"m",75,"partial",70.36
"TO",17002,"m",90,"partial",70.78
"TO",17002,"m",95,"partial",71.03
"TO",17002,"m",5,"full",71.58
"TO",17002,"m",10,"full",71.7
"TO",17002,"m",25,"full",71.88
"TO",17002,"m",50,"full",72.1
"TO",17002,"m",75,"full",72.31
"TO",17002,"m",90,"full",72.5
"TO",17002,"m",95,"full",72.6
"TO",17003,"m",5,"partial",68.16
"TO",17003,"m",10,"partial",68.65
"TO",17003,"m",25,"partial",69.38
"TO",17003,"m",50,"partial",70.1
"TO",17003,"m",75,"partial",70.77
"TO",17003,"m",90,"partial",71.31
"TO",17003,"m",95,"partial",71.61
"TO",17003,"m",5,"full",72.07
"TO",17003,"m",10,"full",72.23
"TO",17003,"m",25,"full",72.49
"TO",17003,"m",50,"full",72.77
"TO",17003,"m",75,"full",73.08
"TO",17003,"m",90,"full",73.33
"TO",17003,"m",95,"full",73.49
"TO",17004,"m",5,"partial",68.82
"TO",17004,"m",10,"partial",69.34
"TO",17004,"m",25,"partial",70.12
"TO",17004,"m",50,"partial",70.83
"TO",17004,"m",75,"partial",71.44
"TO",17004,"m",90,"partial",71.97
"TO",17004,"m",95,"partial",72.29
"TO",17004,"m",5,"full",72.29
"TO",17004,"m",10,"full",72.46
"TO",17004,"m",25,"full",72.76
"TO",17004,"m",50,"full",73.1
"TO",17004,"m",75,"full",73.42
"TO",17004,"m",90,"full",73.72
"TO",17004,"m",95,"full",73.9
"TO",17005,"m",5,"partial",68.18
"TO",17005,"m",10,"partial",68.75
"TO",17005,"m",25,"partial",69.5
"TO",17005,"m",50,"partial",70.22
"TO",17005,"m",75,"partial",70.84
"TO",17005,"m",90,"partial",71.4
"TO",17005,"m",95,"partial",71.68
"TO",17005,"m",5,"full",71.95
"TO",17005,"m",10,"full",72.11
"TO",17005,"m",25,"full",72.36
"TO",17005,"m",50,"full",72.63
"TO",17005,"m",75,"full",72.93
"TO",17005,"m",90,"full",73.18
"TO",17005,"m",95,"full",73.35
"TO",17006,"m",5,"partial",69.88
"TO",17006,"m",10,"partial",70.24
"TO",17006,"m",25,"partial",70.81
"TO",17006,"m",50,"partial",71.37
"TO",17006,"m",75,"partial",71.92
"TO",17006,"m",90,"partial",72.36
"TO",17006,"m",95,"partial",72.63
"TO",17006,"m",5,"full",73.03
"TO",17006,"m",10,"full",73.15
"TO",17006,"m",25,"full",73.35
"TO",17006,"m",50,"full",73.57
"TO",17006,"m",75,"full",73.78
"TO",17006,"m",90,"full",73.97
"TO",17006,"m",95,"full",74.07
"TO",17007,"m",5,"partial",67.48
"TO",17007,"m",10,"partial",68.13
"TO",17007,"m",25,"partial",69.12
"TO",17007,"m",50,"partial",70.11
"TO",17007,"m",75,"partial",71.07
"TO",17007,"m",90,"partial",71.84
"TO",17007,"m",95,"partial",72.35
"TO",17007,"m",5,"full",73.4
"TO",17007,"m",10,"full",73.66
"TO",17007,"m",25,"full",74.08
"TO",17007,"m",50,"full",74.53
"TO",17007,"m",75,"full",75.03
"TO",17007,"m",90,"full",75.43
"TO",17007,"m",95,"full",75.64
"TO",17008,"m",5,"partial",68.01
"TO",17008,"m",10,"partial",68.51
"TO",17008,"m",25,"partial",69.32
"TO",17008,"m",50,"partial",70.12
"TO",17008,"m",75,"partial",70.79
"TO",17008,"m",90,"partial",71.36
"TO",17008,"m",95,"partial",71.68
"TO",17008,"m",5,"full",72.08
"TO",17008,"m",10,"full",72.24
"TO",17008,"m",25,"full",72.55
"TO",17008,"m",50,"full",72.87
"TO",17008,"m",75,"full",73.22
"TO",17008,"m",90,"full",73.51
"TO",17008,"m",95,"full",73.71
"MA",21001,"m",5,"partial",68.05
"MA",21001,"m",10,"partial",68.71
"MA",21001,"m",25,"partial",69.67
"MA",21001,"m",50,"partial",70.65
"MA",21001,"m",75,"partial",71.58
"MA",21001,"m",90,"partial",72.37
"MA",21001,"m",95,"partial",72.85
"MA",21001,"m",5,"full",77.19
"MA",21001,"m",10,"full",77.34
"MA",21001,"m",25,"full",77.6
"MA",21001,"m",50,"full",77.88
"MA",21001,"m",75,"full",78.16
"MA",21001,"m",90,"full",78.42
"MA",21001,"m",95,"full",78.59
"MA",21002,"m",5,"partial",68.27
"MA",21002,"m",10,"partial",68.49
"MA",21002,"m",25,"partial",68.79
"MA",21002,"m",50,"partial",69.14
"MA",21002,"m",75,"partial",69.42
"MA",21002,"m",90,"partial",69.66
"MA",21002,"m",95,"partial",69.8
"MA",21002,"m",5,"full",70.22
"MA",21002,"m",10,"full",70.27
"MA",21002,"m",25,"full",70.36
"MA",21002,"m",50,"full",70.46
"MA",21002,"m",75,"full",70.57
"MA",21002,"m",90,"full",70.66
"MA",21002,"m",95,"full",70.71
"MA",21003,"m",5,"partial",69.26
"MA",21003,"m",10,"partial",69.77
"MA",21003,"m",25,"partial",70.55
"MA",21003,"m",50,"partial",71.36
"MA",21003,"m",75,"partial",72.13
"MA",21003,"m",90,"partial",72.79
"MA",21003,"m",95,"partial",73.13
"MA",21003,"m",5,"full",75.65
"MA",21003,"m",10,"full",75.82
"MA",21003,"m",25,"full",76.09
"MA",21003,"m",50,"full",76.4
"MA",21003,"m",75,"full",76.7
"MA",21003,"m",90,"full",76.99
"MA",21003,"m",95,"full",77.14
"MA",21004,"m",5,"partial",70.98
"MA",21004,"m",10,"partial",71.47
"MA",21004,"m",25,"partial",72.23
"MA",21004,"m",50,"partial",72.99
"MA",21004,"m",75,"partial",73.74
"MA",21004,"m",90,"partial",74.34
"MA",21004,"m",95,"partial",74.7
"MA",21004,"m",5,"full",77.24
"MA",21004,"m",10,"full",77.39
"MA",21004,"m",25,"full",77.65
"MA",21004,"m",50,"full",77.95
"MA",21004,"m",75,"full",78.24
"MA",21004,"m",90,"full",78.5
"MA",21004,"m",95,"full",78.66
"MA",21005,"m",5,"partial",67.9
"MA",21005,"m",10,"partial",68.51
"MA",21005,"m",25,"partial",69.38
"MA",21005,"m",50,"partial",70.26
"MA",21005,"m",75,"partial",71.13
"MA",21005,"m",90,"partial",71.85
"MA",21005,"m",95,"partial",72.27
"MA",21005,"m",5,"full",76.04
"MA",21005,"m",10,"full",76.13
"MA",21005,"m",25,"full",76.28
"MA",21005,"m",50,"full",76.43
"MA",21005,"m",75,"full",76.59
"MA",21005,"m",90,"full",76.74
"MA",21005,"m",95,"full",76.84
"MA",21006,"m",5,"partial",69.68
"MA",21006,"m",10,"partial",70.13
"MA",21006,"m",25,"partial",70.83
"MA",21006,"m",50,"partial",71.58
"MA",21006,"m",75,"partial",72.25
"MA",21006,"m",90,"partial",72.82
"MA",21006,"m",95,"partial",73.17
"MA",21006,"m",5,"full",75.3
"MA",21006,"m",10,"full",75.43
"MA",21006,"m",25,"full",75.67
"MA",21006,"m",50,"full",75.93
"MA",21006,"m",75,"full",76.19
"MA",21006,"m",90,"full",76.42
"MA",21006,"m",95,"full",76.54
"MA",21007,"m",5,"partial",67.81
"MA",21007,"m",10,"partial",68.39
"MA",21007,"m",25,"partial",69.34
"MA",21007,"m",50,"partial",70.39
"MA",21007,"m",75,"partial",71.39
"MA",21007,"m",90,"partial",72.13
"MA",21007,"m",95,"partial",72.6
"MA",21007,"m",5,"full",77.22
"MA",21007,"m",10,"full",77.38
"MA",21007,"m",25,"full",77.66
"MA",21007,"m",50,"full",77.97
"MA",21007,"m",75,"full",78.27
"MA",21007,"m",90,"full",78.53
"MA",21007,"m",95,"full",78.71
"MA",21008,"m",5,"partial",68.43
"MA",21008,"m",10,"partial",68.85
"MA",21008,"m",25,"partial",69.6
"MA",21008,"m",50,"partial",70.28
"MA",21008,"m",75,"partial",70.92
"MA",21008,"m",90,"partial",71.46
"MA",21008,"m",95,"partial",71.79
"MA",21008,"m",5,"full",73.94
"MA",21008,"m",10,"full",74.02
"MA",21008,"m",25,"full",74.16
"MA",21008,"m",50,"full",74.32
"MA",21008,"m",75,"full",74.48
"MA",21008,"m",90,"full",74.62
"MA",21008,"m",95,"full",74.7
"MA",21009,"m",5,"partial",68.51
"MA",21009,"m",10,"partial",68.85
"MA",21009,"m",25,"partial",69.42
"MA",21009,"m",50,"partial",69.9
"MA",21009,"m",75,"partial",70.33
"MA",21009,"m",90,"partial",70.7
"MA",21009,"m",95,"partial",70.92
"MA",21009,"m",5,"full",71.85
"MA",21009,"m",10,"full",71.95
"MA",21009,"m",25,"full",72.08
"MA",21009,"m",50,"full",72.24
"MA",21009,"m",75,"full",72.39
"MA",21009,"m",90,"full",72.53
"MA",21009,"m",95,"full",72.61
"MA",21010,"m",5,"partial",68.74
"MA",21010,"m",10,"partial",69.25
"MA",21010,"m",25,"partial",69.96
"MA",21010,"m",50,"partial",70.63
"MA",21010,"m",75,"partial",71.25
"MA",21010,"m",90,"partial",71.83
"MA",21010,"m",95,"partial",72.14
"MA",21010,"m",5,"full",74.3
"MA",21010,"m",10,"full",74.38
"MA",21010,"m",25,"full",74.55
"MA",21010,"m",50,"full",74.74
"MA",21010,"m",75,"full",74.95
"MA",21010,"m",90,"full",75.1
"MA",21010,"m",95,"full",75.21
"MA",21011,"m",5,"partial",68.43
"MA",21011,"m",10,"partial",68.92
"MA",21011,"m",25,"partial",69.59
"MA",21011,"m",50,"partial",70.35
"MA",21011,"m",75,"partial",71.06
"MA",21011,"m",90,"partial",71.66
"MA",21011,"m",95,"partial",72.06
"MA",21011,"m",5,"full",74.69
"MA",21011,"m",10,"full",74.81
"MA",21011,"m",25,"full",75
"MA",21011,"m",50,"full",75.21
"MA",21011,"m",75,"full",75.43
"MA",21011,"m",90,"full",75.63
"MA",21011,"m",95,"full",75.74
"MA",21012,"m",5,"partial",68.36
"MA",21012,"m",10,"partial",68.94
"MA",21012,"m",25,"partial",69.86
"MA",21012,"m",50,"partial",70.72
"MA",21012,"m",75,"partial",71.59
"MA",21012,"m",90,"partial",72.33
"MA",21012,"m",95,"partial",72.82
"MA",21012,"m",5,"full",75.9
"MA",21012,"m",10,"full",76.09
"MA",21012,"m",25,"full",76.37
"MA",21012,"m",50,"full",76.65
"MA",21012,"m",75,"full",76.93
"MA",21012,"m",90,"full",77.19
"MA",21012,"m",95,"full",77.36
"MA",21013,"m",5,"partial",67.7
"MA",21013,"m",10,"partial",68.52
"MA",21013,"m",25,"partial",69.61
"MA",21013,"m",50,"partial",70.69
"MA",21013,"m",75,"partial",71.74
"MA",21013,"m",90,"partial",72.62
"MA",21013,"m",95,"partial",73.19
"MA",21013,"m",5,"full",78.08
"MA",21013,"m",10,"full",78.28
"MA",21013,"m",25,"full",78.58
"MA",21013,"m",50,"full",78.9
"MA",21013,"m",75,"full",79.2
"MA",21013,"m",90,"full",79.49
"MA",21013,"m",95,"full",79.66
"MA",21014,"m",5,"partial",68.66
"MA",21014,"m",10,"partial",69.2
"MA",21014,"m",25,"partial",69.95
"MA",21014,"m",50,"partial",70.73
"MA",21014,"m",75,"partial",71.46
"MA",21014,"m",90,"partial",72.1
"MA",21014,"m",95,"partial",72.48
"MA",21014,"m",5,"full",75.41
"MA",21014,"m",10,"full",75.57
"MA",21014,"m",25,"full",75.81
"MA",21014,"m",50,"full",76.08
"MA",21014,"m",75,"full",76.34
"MA",21014,"m",90,"full",76.58
"MA",21014,"m",95,"full",76.7
"MA",21015,"m",5,"partial",68.03
"MA",21015,"m",10,"partial",68.63
"MA",21015,"m",25,"partial",69.44
"MA",21015,"m",50,"partial",70.32
"MA",21015,"m",75,"partial",71.1
"MA",21015,"m",90,"partial",71.82
"MA",21015,"m",95,"partial",72.28
"MA",21015,"m",5,"full",75.38
"MA",21015,"m",10,"full",75.51
"MA",21015,"m",25,"full",75.73
"MA",21015,"m",50,"full",75.99
"MA",21015,"m",75,"full",76.24
"MA",21015,"m",90,"full",76.45
"MA",21015,"m",95,"full",76.59
"MA",21016,"m",5,"partial",70.15
"MA",21016,"m",10,"partial",70.52
"MA",21016,"m",25,"partial",71.13
"MA",21016,"m",50,"partial",71.75
"MA",21016,"m",75,"partial",72.34
"MA",21016,"m",90,"partial",72.87
"MA",21016,"m",95,"partial",73.21
"MA",21016,"m",5,"full",73.19
"MA",21016,"m",10,"full",73.44
"MA",21016,"m",25,"full",73.8
"MA",21016,"m",50,"full",74.19
"MA",21016,"m",75,"full",74.58
"MA",21016,"m",90,"full",74.91
"MA",21016,"m",95,"full",75.12
"MA",21017,"m",5,"partial",68.49
"MA",21017,"m",10,"partial",68.95
"MA",21017,"m",25,"partial",69.51
"MA",21017,"m",50,"partial",70.11
"MA",21017,"m",75,"partial",70.62
"MA",21017,"m",90,"partial",71.06
"MA",21017,"m",95,"partial",71.34
"MA",21017,"m",5,"full",72.67
"MA",21017,"m",10,"full",72.75
"MA",21017,"m",25,"full",72.91
"MA",21017,"m",50,"full",73.11
"MA",21017,"m",75,"full",73.29
"MA",21017,"m",90,"full",73.46
"MA",21017,"m",95,"full",73.56
"MA",21018,"m",5,"partial",68.62
"MA",21018,"m",10,"partial",69.18
"MA",21018,"m",25,"partial",69.95
"MA",21018,"m",50,"partial",70.77
"MA",21018,"m",75,"partial",71.52
"MA",21018,"m",90,"partial",72.22
"MA",21018,"m",95,"partial",72.6
"MA",21018,"m",5,"full",75.31
"MA",21018,"m",10,"full",75.44
"MA",21018,"m",25,"full",75.68
"MA",21018,"m",50,"full",75.95
"MA",21018,"m",75,"full",76.18
"MA",21018,"m",90,"full",76.38
"MA",21018,"m",95,"full",76.51
"MA",21019,"m",5,"partial",70.18
"MA",21019,"m",10,"partial",70.62
"MA",21019,"m",25,"partial",71.21
"MA",21019,"m",50,"partial",71.86
"MA",21019,"m",75,"partial",72.44
"MA",21019,"m",90,"partial",72.98
"MA",21019,"m",95,"partial",73.26
"MA",21019,"m",5,"full",73.45
"MA",21019,"m",10,"full",73.66
"MA",21019,"m",25,"full",73.99
"MA",21019,"m",50,"full",74.33
"MA",21019,"m",75,"full",74.69
"MA",21019,"m",90,"full",75
"MA",21019,"m",95,"full",75.22
"MA",21020,"m",5,"partial",69.38
"MA",21020,"m",10,"partial",69.69
"MA",21020,"m",25,"partial",70.22
"MA",21020,"m",50,"partial",70.74
"MA",21020,"m",75,"partial",71.24
"MA",21020,"m",90,"partial",71.69
"MA",21020,"m",95,"partial",71.94
"MA",21020,"m",5,"full",72.04
"MA",21020,"m",10,"full",72.2
"MA",21020,"m",25,"full",72.5
"MA",21020,"m",50,"full",72.83
"MA",21020,"m",75,"full",73.17
"MA",21020,"m",90,"full",73.46
"MA",21020,"m",95,"full",73.63
"MA",21021,"m",5,"partial",68
"MA",21021,"m",10,"partial",68.61
"MA",21021,"m",25,"partial",69.59
"MA",21021,"m",50,"partial",70.54
"MA",21021,"m",75,"partial",71.45
"MA",21021,"m",90,"partial",72.26
"MA",21021,"m",95,"partial",72.68
"MA",21021,"m",5,"full",74.83
"MA",21021,"m",10,"full",75.06
"MA",21021,"m",25,"full",75.49
"MA",21021,"m",50,"full",75.95
"MA",21021,"m",75,"full",76.44
"MA",21021,"m",90,"full",76.86
"MA",21021,"m",95,"full",77.1
"PI",22001,"m",5,"partial",70.58
"PI",22001,"m",10,"partial",70.93
"PI",22001,"m",25,"partial",71.49
"PI",22001,"m",50,"partial",72.02
"PI",22001,"m",75,"partial",72.51
"PI",22001,"m",90,"partial",72.91
"PI",22001,"m",95,"partial",73.14
"PI",22001,"m",5,"full",73.91
"PI",22001,"m",10,"full",74
"PI",22001,"m",25,"full",74.17
"PI",22001,"m",50,"full",74.36
"PI",22001,"m",75,"full",74.54
"PI",22001,"m",90,"full",74.72
"PI",22001,"m",95,"full",74.81
"PI",22002,"m",5,"partial",70.48
"PI",22002,"m",10,"partial",70.74
"PI",22002,"m",25,"partial",71.13
"PI",22002,"m",50,"partial",71.53
"PI",22002,"m",75,"partial",71.87
"PI",22002,"m",90,"partial",72.15
"PI",22002,"m",95,"partial",72.36
"PI",22002,"m",5,"full",72.24
"PI",22002,"m",10,"full",72.34
"PI",22002,"m",25,"full",72.53
"PI",22002,"m",50,"full",72.72
"PI",22002,"m",75,"full",72.91
"PI",22002,"m",90,"full",73.08
"PI",22002,"m",95,"full",73.17
"PI",22003,"m",5,"partial",68.63
"PI",22003,"m",10,"partial",68.89
"PI",22003,"m",25,"partial",69.34
"PI",22003,"m",50,"partial",69.76
"PI",22003,"m",75,"partial",70.12
"PI",22003,"m",90,"partial",70.41
"PI",22003,"m",95,"partial",70.58
"PI",22003,"m",5,"full",71.06
"PI",22003,"m",10,"full",71.12
"PI",22003,"m",25,"full",71.22
"PI",22003,"m",50,"full",71.33
"PI",22003,"m",75,"full",71.43
"PI",22003,"m",90,"full",71.53
"PI",22003,"m",95,"full",71.6
"PI",22004,"m",5,"partial",71.69
"PI",22004,"m",10,"partial",72.08
"PI",22004,"m",25,"partial",72.69
"PI",22004,"m",50,"partial",73.3
"PI",22004,"m",75,"partial",73.81
"PI",22004,"m",90,"partial",74.24
"PI",22004,"m",95,"partial",74.5
"PI",22004,"m",5,"full",75.21
"PI",22004,"m",10,"full",75.31
"PI",22004,"m",25,"full",75.52
"PI",22004,"m",50,"full",75.75
"PI",22004,"m",75,"full",75.98
"PI",22004,"m",90,"full",76.18
"PI",22004,"m",95,"full",76.29
"PI",22005,"m",5,"partial",69.69
"PI",22005,"m",10,"partial",70.06
"PI",22005,"m",25,"partial",70.59
"PI",22005,"m",50,"partial",71.14
"PI",22005,"m",75,"partial",71.63
"PI",22005,"m",90,"partial",72.06
"PI",22005,"m",95,"partial",72.28
"PI",22005,"m",5,"full",72.19
"PI",22005,"m",10,"full",72.37
"PI",22005,"m",25,"full",72.61
"PI",22005,"m",50,"full",72.9
"PI",22005,"m",75,"full",73.2
"PI",22005,"m",90,"full",73.46
"PI",22005,"m",95,"full",73.6
"PI",22006,"m",5,"partial",69.27
"PI",22006,"m",10,"partial",69.72
"PI",22006,"m",25,"partial",70.36
"PI",22006,"m",50,"partial",71.04
"PI",22006,"m",75,"partial",71.63
"PI",22006,"m",90,"partial",72.15
"PI",22006,"m",95,"partial",72.46
"PI",22006,"m",5,"full",72.68
"PI",22006,"m",10,"full",72.89
"PI",22006,"m",25,"full",73.2
"PI",22006,"m",50,"full",73.56
"PI",22006,"m",75,"full",73.88
"PI",22006,"m",90,"full",74.2
"PI",22006,"m",95,"full",74.36
"PI",22007,"m",5,"partial",68.59
"PI",22007,"m",10,"partial",69.18
"PI",22007,"m",25,"partial",70.02
"PI",22007,"m",50,"partial",70.96
"PI",22007,"m",75,"partial",71.87
"PI",22007,"m",90,"partial",72.61
"PI",22007,"m",95,"partial",73.06
"PI",22007,"m",5,"full",72.95
"PI",22007,"m",10,"full",73.26
"PI",22007,"m",25,"full",73.77
"PI",22007,"m",50,"full",74.34
"PI",22007,"m",75,"full",74.95
"PI",22007,"m",90,"full",75.44
"PI",22007,"m",95,"full",75.74
"PI",22008,"m",5,"partial",69.87
"PI",22008,"m",10,"partial",70.5
"PI",22008,"m",25,"partial",71.52
"PI",22008,"m",50,"partial",72.47
"PI",22008,"m",75,"partial",73.39
"PI",22008,"m",90,"partial",74.15
"PI",22008,"m",95,"partial",74.64
"PI",22008,"m",5,"full",74.97
"PI",22008,"m",10,"full",75.28
"PI",22008,"m",25,"full",75.81
"PI",22008,"m",50,"full",76.37
"PI",22008,"m",75,"full",76.9
"PI",22008,"m",90,"full",77.43
"PI",22008,"m",95,"full",77.7
"PI",22009,"m",5,"partial",69.45
"PI",22009,"m",10,"partial",69.88
"PI",22009,"m",25,"partial",70.54
"PI",22009,"m",50,"partial",71.2
"PI",22009,"m",75,"partial",71.83
"PI",22009,"m",90,"partial",72.34
"PI",22009,"m",95,"partial",72.65
"PI",22009,"m",5,"full",72.81
"PI",22009,"m",10,"full",73
"PI",22009,"m",25,"full",73.32
"PI",22009,"m",50,"full",73.63
"PI",22009,"m",75,"full",73.96
"PI",22009,"m",90,"full",74.26
"PI",22009,"m",95,"full",74.41
"PI",22010,"m",5,"partial",69.67
"PI",22010,"m",10,"partial",70.12
"PI",22010,"m",25,"partial",70.9
"PI",22010,"m",50,"partial",71.68
"PI",22010,"m",75,"partial",72.38
"PI",22010,"m",90,"partial",72.96
"PI",22010,"m",95,"partial",73.29
"PI",22010,"m",5,"full",73.58
"PI",22010,"m",10,"full",73.75
"PI",22010,"m",25,"full",74.14
"PI",22010,"m",50,"full",74.52
"PI",22010,"m",75,"full",74.91
"PI",22010,"m",90,"full",75.23
"PI",22010,"m",95,"full",75.42
"PI",22011,"m",5,"partial",70.66
"PI",22011,"m",10,"partial",71.21
"PI",22011,"m",25,"partial",71.96
"PI",22011,"m",50,"partial",72.7
"PI",22011,"m",75,"partial",73.36
"PI",22011,"m",90,"partial",73.92
"PI",22011,"m",95,"partial",74.21
"PI",22011,"m",5,"full",75.33
"PI",22011,"m",10,"full",75.48
"PI",22011,"m",25,"full",75.75
"PI",22011,"m",50,"full",76.03
"PI",22011,"m",75,"full",76.34
"PI",22011,"m",90,"full",76.59
"PI",22011,"m",95,"full",76.74
"PI",22012,"m",5,"partial",71.51
"PI",22012,"m",10,"partial",72.06
"PI",22012,"m",25,"partial",72.77
"PI",22012,"m",50,"partial",73.51
"PI",22012,"m",75,"partial",74.18
"PI",22012,"m",90,"partial",74.75
"PI",22012,"m",95,"partial",75.08
"PI",22012,"m",5,"full",75.34
"PI",22012,"m",10,"full",75.53
"PI",22012,"m",25,"full",75.88
"PI",22012,"m",50,"full",76.3
"PI",22012,"m",75,"full",76.69
"PI",22012,"m",90,"full",77.02
"PI",22012,"m",95,"full",77.21
"PI",22013,"m",5,"partial",69.26
"PI",22013,"m",10,"partial",69.58
"PI",22013,"m",25,"partial",70.1
"PI",22013,"m",50,"partial",70.6
"PI",22013,"m",75,"partial",71.06
"PI",22013,"m",90,"partial",71.42
"PI",22013,"m",95,"partial",71.62
"PI",22013,"m",5,"full",71.73
"PI",22013,"m",10,"full",71.86
"PI",22013,"m",25,"full",72.1
"PI",22013,"m",50,"full",72.34
"PI",22013,"m",75,"full",72.59
"PI",22013,"m",90,"full",72.83
"PI",22013,"m",95,"full",72.99
"PI",22014,"m",5,"partial",70.73
"PI",22014,"m",10,"partial",71.2
"PI",22014,"m",25,"partial",71.85
"PI",22014,"m",50,"partial",72.56
"PI",22014,"m",75,"partial",73.24
"PI",22014,"m",90,"partial",73.8
"PI",22014,"m",95,"partial",74.14
"PI",22014,"m",5,"full",73.67
"PI",22014,"m",10,"full",73.94
