"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"Feb., 2003"	"2003/02"	440	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2003"	"2003/03"	431	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2003"	"2003/04"	447	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2003"	"2003/05"	402	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2003"	"2003/06"	442	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2003"	"2003/07"	415	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2003"	"2003/08"	424	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2003"	"2003/09"	353	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2003"	"2003/10"	355	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2003"	"2003/11"	379	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2003"	"2003/12"	471	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2004"	"2004/01"	439	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2004"	"2004/02"	427	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2004"	"2004/03"	432	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2004"	"2004/04"	394	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2004"	"2004/05"	416	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2004"	"2004/06"	415	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2004"	"2004/07"	439	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2004"	"2004/08"	396	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2004"	"2004/09"	369	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2004"	"2004/10"	336	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2004"	"2004/11"	314	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2004"	"2004/12"	408	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2005"	"2005/01"	378	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2005"	"2005/02"	373	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2005"	"2005/03"	401	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2005"	"2005/04"	393	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2005"	"2005/05"	479	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2005"	"2005/06"	418	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2005"	"2005/07"	467	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2005"	"2005/08"	382	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2005"	"2005/09"	326	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2005"	"2005/10"	387	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2005"	"2005/11"	380	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2005"	"2005/12"	372	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2006"	"2006/01"	406	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2006"	"2006/02"	355	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2006"	"2006/03"	424	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2006"	"2006/04"	413	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2006"	"2006/05"	404	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2006"	"2006/06"	404	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2006"	"2006/07"	405	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2006"	"2006/08"	369	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2006"	"2006/09"	350	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2006"	"2006/10"	350	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2006"	"2006/11"	363	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2006"	"2006/12"	388	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2007"	"2007/01"	381	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2007"	"2007/02"	402	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2007"	"2007/03"	448	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2007"	"2007/04"	415	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2007"	"2007/05"	391	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2007"	"2007/06"	387	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2007"	"2007/07"	421	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2007"	"2007/08"	404	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2007"	"2007/09"	336	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2007"	"2007/10"	357	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2007"	"2007/11"	395	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2007"	"2007/12"	366	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2008"	"2008/01"	412	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2008"	"2008/02"	421	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2008"	"2008/03"	438	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2008"	"2008/04"	406	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2008"	"2008/05"	401	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2008"	"2008/06"	402	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2008"	"2008/07"	372	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2008"	"2008/08"	404	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2008"	"2008/09"	353	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2008"	"2008/10"	350	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2008"	"2008/11"	380	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2008"	"2008/12"	391	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2009"	"2009/01"	373	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2009"	"2009/02"	361	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2009"	"2009/03"	417	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2009"	"2009/04"	362	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2009"	"2009/05"	405	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2009"	"2009/06"	408	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2009"	"2009/07"	385	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2009"	"2009/08"	360	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2009"	"2009/09"	350	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2009"	"2009/10"	338	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2009"	"2009/11"	344	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2009"	"2009/12"	347	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2010"	"2010/01"	341	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2010"	"2010/02"	311	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2010"	"2010/03"	374	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2010"	"2010/04"	378	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2010"	"2010/05"	375	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2010"	"2010/06"	382	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2010"	"2010/07"	425	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2010"	"2010/08"	350	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2010"	"2010/09"	352	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2010"	"2010/10"	316	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2010"	"2010/11"	346	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2010"	"2010/12"	366	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2011"	"2011/01"	348	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2011"	"2011/02"	356	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2011"	"2011/03"	403	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2011"	"2011/04"	379	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2011"	"2011/05"	396	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2011"	"2011/06"	379	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2011"	"2011/07"	402	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2011"	"2011/08"	354	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2011"	"2011/09"	299	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2011"	"2011/10"	332	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2011"	"2011/11"	302	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2011"	"2011/12"	296	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2012"	"2012/01"	341	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2012"	"2012/02"	369	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2012"	"2012/03"	390	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2012"	"2012/04"	352	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2012"	"2012/05"	378	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2012"	"2012/06"	361	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2012"	"2012/07"	371	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2012"	"2012/08"	342	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2012"	"2012/09"	328	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2012"	"2012/10"	341	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2012"	"2012/11"	329	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2012"	"2012/12"	316	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2013"	"2013/01"	331	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2013"	"2013/02"	335	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2013"	"2013/03"	363	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2013"	"2013/04"	326	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2013"	"2013/05"	348	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2013"	"2013/06"	387	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2013"	"2013/07"	386	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2013"	"2013/08"	352	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2013"	"2013/09"	315	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2013"	"2013/10"	295	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2013"	"2013/11"	296	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2013"	"2013/12"	334	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2014"	"2014/01"	378	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2014"	"2014/02"	301	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2014"	"2014/03"	339	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2014"	"2014/04"	296	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2014"	"2014/05"	338	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2014"	"2014/06"	335	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2014"	"2014/07"	316	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2014"	"2014/08"	336	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2014"	"2014/09"	276	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2014"	"2014/10"	311	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2014"	"2014/11"	290	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2014"	"2014/12"	314	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2015"	"2015/01"	315	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2015"	"2015/02"	327	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2015"	"2015/03"	323	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2015"	"2015/04"	352	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2015"	"2015/05"	369	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2015"	"2015/06"	357	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2015"	"2015/07"	332	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2015"	"2015/08"	356	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2015"	"2015/09"	294	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2015"	"2015/10"	314	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2015"	"2015/11"	312	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2015"	"2015/12"	314	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2016"	"2016/01"	321	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2016"	"2016/02"	312	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2016"	"2016/03"	354	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2016"	"2016/04"	364	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2016"	"2016/05"	355	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2016"	"2016/06"	353	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2016"	"2016/07"	382	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2016"	"2016/08"	332	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2016"	"2016/09"	302	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2016"	"2016/10"	319	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2016"	"2016/11"	316	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2016"	"2016/12"	335	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2017"	"2017/01"	283	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2017"	"2017/02"	292	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2017"	"2017/03"	337	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2017"	"2017/04"	322	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2017"	"2017/05"	364	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2017"	"2017/06"	351	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2017"	"2017/07"	364	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2017"	"2017/08"	329	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2017"	"2017/09"	298	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2017"	"2017/10"	292	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2017"	"2017/11"	310	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2017"	"2017/12"	338	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jan., 2018"	"2018/01"	352	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Feb., 2018"	"2018/02"	296	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Mar., 2018"	"2018/03"	327	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Apr., 2018"	"2018/04"	271	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"May, 2018"	"2018/05"	381	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jun., 2018"	"2018/06"	336	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Jul., 2018"	"2018/07"	365	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Aug., 2018"	"2018/08"	333	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Sep., 2018"	"2018/09"	304	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Oct., 2018"	"2018/10"	276	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Nov., 2018"	"2018/11"	316	Not Applicable	Not Applicable
	"1-4 years"	"1-4"	"Dec., 2018"	"2018/12"	273	Not Applicable	Not Applicable
"Total"	"1-4 years"	"1-4"			89611	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 1999"	"1999/01"	598	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 1999"	"1999/02"	620	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 1999"	"1999/03"	617	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 1999"	"1999/04"	595	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 1999"	"1999/05"	633	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 1999"	"1999/06"	704	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 1999"	"1999/07"	735	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 1999"	"1999/08"	723	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 1999"	"1999/09"	598	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 1999"	"1999/10"	594	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 1999"	"1999/11"	572	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 1999"	"1999/12"	606	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2000"	"2000/01"	643	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2000"	"2000/02"	521	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2000"	"2000/03"	595	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2000"	"2000/04"	616	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2000"	"2000/05"	647	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2000"	"2000/06"	623	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2000"	"2000/07"	752	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2000"	"2000/08"	665	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2000"	"2000/09"	587	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2000"	"2000/10"	592	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2000"	"2000/11"	551	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2000"	"2000/12"	621	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2001"	"2001/01"	613	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2001"	"2001/02"	559	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2001"	"2001/03"	577	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2001"	"2001/04"	588	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2001"	"2001/05"	594	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2001"	"2001/06"	636	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2001"	"2001/07"	682	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2001"	"2001/08"	606	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2001"	"2001/09"	523	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2001"	"2001/10"	540	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2001"	"2001/11"	584	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2001"	"2001/12"	593	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2002"	"2002/01"	619	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2002"	"2002/02"	577	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2002"	"2002/03"	618	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2002"	"2002/04"	511	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2002"	"2002/05"	594	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2002"	"2002/06"	680	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2002"	"2002/07"	733	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2002"	"2002/08"	619	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2002"	"2002/09"	497	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2002"	"2002/10"	573	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2002"	"2002/11"	525	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2002"	"2002/12"	604	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2003"	"2003/01"	570	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2003"	"2003/02"	559	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2003"	"2003/03"	593	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2003"	"2003/04"	563	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2003"	"2003/05"	578	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2003"	"2003/06"	590	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2003"	"2003/07"	679	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2003"	"2003/08"	599	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2003"	"2003/09"	512	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2003"	"2003/10"	559	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2003"	"2003/11"	543	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2003"	"2003/12"	609	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2004"	"2004/01"	571	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2004"	"2004/02"	507	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2004"	"2004/03"	528	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2004"	"2004/04"	562	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2004"	"2004/05"	596	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2004"	"2004/06"	623	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2004"	"2004/07"	646	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2004"	"2004/08"	592	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2004"	"2004/09"	510	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2004"	"2004/10"	584	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2004"	"2004/11"	524	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2004"	"2004/12"	591	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2005"	"2005/01"	556	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2005"	"2005/02"	476	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2005"	"2005/03"	566	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2005"	"2005/04"	553	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2005"	"2005/05"	536	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2005"	"2005/06"	612	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2005"	"2005/07"	654	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2005"	"2005/08"	582	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2005"	"2005/09"	496	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2005"	"2005/10"	503	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2005"	"2005/11"	524	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2005"	"2005/12"	544	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2006"	"2006/01"	527	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2006"	"2006/02"	472	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2006"	"2006/03"	557	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Apr., 2006"	"2006/04"	554	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"May, 2006"	"2006/05"	555	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jun., 2006"	"2006/06"	587	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jul., 2006"	"2006/07"	562	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Aug., 2006"	"2006/08"	519	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Sep., 2006"	"2006/09"	424	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Oct., 2006"	"2006/10"	417	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Nov., 2006"	"2006/11"	449	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Dec., 2006"	"2006/12"	526	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Jan., 2007"	"2007/01"	457	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Feb., 2007"	"2007/02"	507	Not Applicable	Not Applicable
	"5-14 years"	"5-14"	"Mar., 2007"	"2007/03"	542	Not Applicable	Not Applicable
